review_id,customer_id,product_id,msz,rating
411,411,49,"Hey those phone won't charge, and what is the insulating film that I have to torn off or on idk before use I don't understand that",1
412,412,49,The phone is not powering on I sent it to Jamaica WI and will return once I receive it back,1
413,413,49,not good,1
414,414,53,"Phone is alright, though it did not come with an SD card which you need if you're going to install a few apps",5
415,415,52,Good for the price.,4
416,416,52,My sim card slide all the way up in the slot. I had to open the phone to retrieve my chip.,4
417,417,49,"Phone memory is very small, so it works erratically. And no is not working anymore, I do not recommend to buy this phone",1
418,418,52,Bought for my son and got connection thru Consumer Cellular as an add on line. Works fine for all included functions and hasn't given any problems yet (~ 1 year so far). I'd buy it again.,4
419,419,51,Nice phone my cuzin in Jamaica loves it,3
420,420,49,This phone is horrible. Speaker doesn't work right. Can only have 1 app never again will I buy this phone. I will never recommend it to anyone. The only thing nice about it is that its cheap. If I could give this phone no stars I would...,1
421,421,53,"Got it so I could test an Android app. It worked well and I had no issues with the software or hardware. The limited memory forced me to buy an SD card to really use it, but it was still worth it for the price I paid.",5
422,422,53,"My wife loves it, works great and easy to use.",5
423,423,50,This phone worked well for phone calls. Very small internal memory could only have one App downloaded. Could not send or recieve MMS . The battery portal broke after only owning for 4 momths. Also had to reset often and wifi very slow. If you are going over seas and just need to make calls it's a good phone but not for everyday use!!,2
424,424,53,It is an excellent phono with low cost!,5
425,425,50,"I received the phone on time, packaged well came with charger and headphones. All a plus however I am rating it a three as the phone feels like a toy phone very light weight , almost feel like it was break just at a 3inch drop, literally. Also the display is hard to read. I bought my oldest two children 2 Verizon pre paid phones for Amazon in October at only 15$ each. Yes only 15$ and they are awesome. This phone was going to be for me however due to the quality im going to give it to my youngest child.If you are looking for a small cheap phone this will work for you though !! :)I do think the phone is overpriced even at 40$",2
426,426,53,Excelent.,5
427,427,53,Great as expected,5
428,428,51,"Wow. So, I'm mourning the loss f my G2X, this is a temporary fix. It's the same size which is nice. It has almost no phone memory so an SD card isn't even an option ( you Need one). The sound if fairly good, functionality is glitchy. It's made in China and prefers to be set up with a google account. Lots of time the scrolling will snag and the screen is unresponsive to the touch. I haven't been ablebto stop the hepatic feedback on the keys when texting\ typing. It can feather and be used as a WiFi hotspot which is good. It's pretty slow loading pages and downloading, I haven't taken any pics yet. It fleshy seem to want to play videos very well but that may be my phone company's hangup. If you're looking at the screen , you need to look straight on, at any angle, you can't see the screen detail. Gettingbthe back off is a struggle too but it's doable. It's plastic, not metal. The white one is white on the back, the face is black.",3
429,429,49,sucks,1
430,430,51,"OK, i'm unboxing this as we speak.1st thing I notice, is no fingernail indentations on the back cover. I cannot remove the back cover, so I can put my SimCard in....The instructions are Literally 1 page, with 1 picture. It shows the inside of the Phone, but it does NOT SHOW how to open the phone.There's no battery in the Box, so I sure hope it's INSIDE the phone already.OK, using a very thin piece of Steel, called a DRILL GAUGE, I was able to pry my way into the cover, without damaging it.The Battery is There, and I see the SimCard Slots. I'm removing the SimCard from my Old Phone (T-Mobile)...You MUST remove the battery, before putting the simcard in. The Sim card will not fit unlesss you do that.I've had the charger hooked up for a full minute, and the phone FINALLY flasshed something on the screen, before it blinked off again.The battery is Unbelievably drained. I doubt the manufacturer even Quality Control Tested it.I assume the Battery's charging, but there's no Indicator Light, letting me know.The battery's been charging for 5 minutes. The only way to get the screen to show me anything is to pop the battery out, wait a few seconds, and put it back in. It's at 1%.... 5 minutes of charging for 1%.... Do the math: It'll take 8 1/2 Hours to reach 100%.OK, Finally got the screen on, ""ipromobile.hk"" ... I have no idea what country ""HK"" is... next screen is in chinese, which was NOT SPECIFIED on the Product Description !It says ""Bahasa Indonesia"" with a Call Button. I select the Triangle (because I can atleast understand ""SHAPES"")....now something about wifi (i think), I click NEXT (i think), now a User Agreement in Chinese (i think), which i Null & Void if i cant read it, so I will ACCEPT if i can....After a bunch of button clicking and crap, I'm finally on the Phones Desktop-thing. Now I have to learn how to read whatever language this is, and change the damn thing to English...If only there was a Universal Symbol for ""LANGUAGE"". I mean, you know what the PHONE icon is, you know what the Voice Mail icon is, you know what the Bluetooth symbol... but what is it for LANGUAGE!?!?Seriously, the Language looks like a Cross between Japanese and Chinese... I cant even BEGIN to understand it....BOO YAH ! I got It ! It's in Chinese. I used Google Translate, to find the Characters for ""Language"":语言 --- Look for these 2 characters, in your phones settings, and Presto, you can select English. It's in a menu that looks like the Letter ""A""I'm activating Data Connection, so my SimCard connects to The Network, adding my Google Account, verifying my account, YAY, I'm able to make phone calls.... That's all i need this little sucker to dao anyway....the internal phone storage says ""178mb""...You Know, for being a cheap, $40 Piece of Crap, this thing seems to work better than my $600 LG G3. It may not have the CAPABILITIES of the more expensive phone, but this is still a pretty good little phone. Definately a good back-up phone, for when my High-dollar one breaks.",3
431,431,53,Works great luv it:)),5
432,432,53,Great Phones Works Perfectly Overseas. Great Buy😍😍😍 love this phone,5
433,433,53,Excellent..!!!! Thanks.,5
434,434,49,I ended up returning this phone. When I put the sim card in it did not stop and went into the phone where I could not reach it. Had to use my tiny screwdrivers to take the phone apart and retrieve the SIM card. This phone also lacks space for apps and updates.,1
435,435,53,Great cheap phone.,5
436,436,52,fine,4
437,437,49,The phone lasted 5 days and went dead never came back on. Will not charge or come on. Horrible phone!,1
438,438,53,excelent,5
439,439,53,love it,5
440,440,53,muy bueno,5
441,441,53,My mom loved it until the screen cracked 6 months later just by laying in the purse..,5
442,442,49,"I got it, took forever to turn on, has only 300megabytes of internal storage even with a 64gig SD card, and the quality is extremely terrible. Do not buy unless you want to waste your money on junk.",1
443,443,49,Horrible horrible phone no reception keeps downloading programs DON'T BUY,1
444,444,53,Good,5
445,445,51,Much smaller than the photo depicts excellent phone for children or someone who just wants to have phone. not a very good camera at all and display is on the lower side of things but it is a good investment as a first phone due to the fact that it is sturdy and seemingly built strong. Recommended to buy with additional storage card because space is very minimal,3
446,446,49,No I didnt I had to by a new phone,1
447,447,50,"Small phone, isn't compatible with most us services but has nice color and amazing storage.",2
448,448,49,"It did not work, nevera on. Too bad.",1
449,449,49,Don't waste your money. This is the cheapest phone ever! Does not save to SD card for downloads and can only download a few things on internal hard drive. If there were 0 stars I would give left that!,1
450,450,53,This phone has a good touching. The screen shows good under a lighter application theme which up to the HD screen to a certain extent. Its battery lasts a long time and has a good sound quality.,5
451,451,53,"The phone looks very beautiful and has a high configuration. The pictures are very clear as well as the calls. It runs fast and features high cost performance. In short, the overall conditions are good and it suits me well.",5
452,452,53,The mobile phone runs a very smooth system and has a good battery life. The color is classic and fashionable. The pixel is relatively high and the pictures are clear cause I like to take photos.,5
453,453,53,"This phone gives me a good experience. It has a pretty appearance, compact structure and convenient operation. By the way, the simplicity of design and the good quality attract me the most.",5
454,454,53,Nice color and runs a smooth and stable system. The audio quality of voice is good which beyond my expectations.,5
455,455,53,The screen is simple and very tactile. Easy for me to browse. ,5
456,456,53,"I put it into use as soon as I received it. It is a real good thing which matchs for its price. The workmanship is very fine and it possesses an elegant appearance and human-oriented design. By the way, the packaging is combined with conciseness and simplification.",5
457,457,53,Great Phone Fast Delivery,5
458,458,49,If I could've gave it 0 stars I would have!!!! Awful phone!!! Never by from this seller again!! Phone is not up to USA standards. Maybe good across seas. But not what we're use to.,1
459,459,49,It was really bad literally no memory and 2 pages to put stuff on I would not recommend it unless you just wanna call in and out and take good pics,1
460,460,51,"i mean it works but the screen is horrendous, the viewing angles are absolutely horrible",3
461,461,50,I am disappointed with The screen I love purple flowers I don't see I want to return back this phone i don't feel like using it s not same color either n also I am having hard time opening to insert the sim,2
462,462,52,"phone works fine, would have liked more extensive instructions and so far i can't find a protective cover for it",4
463,463,53,Gave the phone as a birthday gift. My friend seems happy with it so far.,5
464,464,53,"I'm not a fan of touchscreen phones but when my trusted Nokia E71 gave up the ghost, I had to make that transition. This phone meets my needs. Nothing fancy, very nice size - fits perfectly in my palm - and I can finally download ""Whatsapp"". My siblings and friends have teased me to no end about not having a smartphone to download the app.I'm really not into specs but my husband, who is techy, took a look at the description and confirmed it would be perfect for my needs. I've had it for 4 days now and so far so good. Will update the review if anything changes. And I love the purple color.",5
465,465,53,"I have had the phone for seven days now and I am impressed. Its setup is very simple. The screen quality is great, and the processor is fast.",5
466,466,53," This is an extremely fast, good-looking phone with excellent storage options, great screen clarity.",5
467,467,53,This phone integrates cellular connectivity and WiFi. The sharpness of the display and navigation with wifi is impressively good. It works good even without a SIM card. ,5
468,468,53,Very good,5
469,469,52,"liked the design and the cost was worth it too,I bought this for a family member and so far no complaints",4
470,470,49,did not work with at&t network,1
471,471,51,"1. The main problem with this product is that the only documentation provided is a folded up small piece of paper that is written by someone who does not speak english. So there is no adequate user manual, and it becomes a magical mystery search trying to figure out how to use the phone.2. A second serious hardware problem is that the speaker runs extremely hot, and one cannot place it next to the ear. Must use earphones, or suffer burns.3. Battery life totally sucks.4. Touch screen is exceedingly sensitive, so it registers being touched even if you do not touch it.5. There appears to be nobody in the world that makes a protective case that fits this phone. It would have been smart to make its form factor mathc an iPhone5 or 6, or Samsung, or SOMETHING.6. Other than the above, the phone is OK, and well worth the price.",3
472,472,52,Ok phone I buy for someone,4
473,473,52,works short battery life,4
474,474,53,Good tanks,5
475,475,52,"It is a nice phone,I buy it to used when I traveled outside the US,I loved it,good smartphone for the price.",4
476,476,49,"I read the reviews which after the fact I am going to have to say that they were all fake. There were 12 five star reviews when I bought the phone. The phone is absolutely terrible. The security sticker was broken when I got my product, and when I contacted the seller they said that was okay as long as the phone worked. I still haven't been able to use data on the phone and can only use for calls and texts. Also, I'm afraid to out this phone up to my ear. When I did, it burned really hot and radiated heat. It is cheaply made. The touch screen is fickle and unresponsive. It has zero in phone storage, so no apps. Bottom line is that I wished I would have spent a little more money and bought a different phone.",1
477,477,52,"SLOW, SLOW, SLOW....I'm on my home network and my Nokia 635 has already loaded the weather channel local forecast. This phone is still loading....To restate other reviews: terrible viewing angle, despite adjustments to sensitivity of screen finally on the 55th tap, the screen responded to request....it seems to be hit or miss.....and this phone is just not up to USA phone standards....I'll probably be returning it altho it is a great looking phone !Other than making or receiving calls, this would just pretty much be a paper weight. I have to wonder about all the 5 star reviews....They sound mysteriously very similar in their language style and choice of words and phrases which makes me wonder if they are in fact valid. This is a perfect example of ""you get what you pay for"".....NOT MUCH !!!.UPDATE: August 20, 2015: I am so impressed with the Customer Service of this company ! I received the nicest e mail regarding my comments asking me if there was anything they could do to make my purchase right ! What company actually has personnel in customer service who READS the reviews of purchasers??? Apparently they do ! We have e mailed back and forth and it turns out that they had a newer model that is probably more of what I had in mind for a smart phone and I'm going to buy it. I also suggested that they update the product information on this product that is woefully lacking in tech information. I am told that is in the process of happening also.So I am updating my review to 4 stars because of the fabulous responsive customer service of this company and the fact that this phone may be right for someone who does not have the exact requirements in a phone that I do. I'll give them the benefit of the doubt based on the other reviews, which I was absolutely assured were valid, honest reviews from purchasers. Kudos to Shawyn & this company !!!",4
478,478,53,100% recomendado,5
479,479,51,"I am happy with most of the characteristics of this mobile. except for:1. its wifi connection. For some reason it does not perform well when compared to other devices connected to the same wifi signal2. its 3G is not working well, at least in Argentina. far too slowCamera is great, Processor fast. Do not expect a slim model though!",3
480,480,49,The audio does not work!!!,1
481,481,53,Im happy with my new phone! Its very fast,5
482,482,53,"Perfect design, it's a pity cannot use the T-mobile network.",5
483,483,52,"Really nice phone, it's not working in USA 2G-3G-4G",4
484,484,53,very good,5
485,485,49,Bad very bad and not support Google play store,1
486,486,52,It's Ok.,4
487,487,53,I got it with cover plus Adhesive protection film on both sides,5
488,488,53,Excellent phone!,5
489,489,53,good phone with a top hardware and relative low price.,5
490,490,52,"Really nice phone, it's not working in USA 2G-3G-4G",4
491,491,53,very good,5
492,492,49,Bad very bad and not support Google play store,1
493,493,52,It's Ok.,4
494,494,53,I got it with cover plus Adhesive protection film on both sides,5
495,495,53,Excellent phone!,5
496,496,53,good phone with a top hardware and relative low price.,5
497,497,53,Like phone its nice for price sometimes it get a little to hot only thing I didn't like is that it went to factory mode for a day didn't work bit other then that phone was great for price,5
498,498,52,So to be put to use by the beneficiary,4
499,499,49,Attractive phone but did not work upon arrival. I would not recommend.,1
500,500,53,"This phone works well as how it supposed to be.It has everything you need to make life easier.Its very easy to use,I can surf the Internet fast,listen to music,take photos and videos and many more.The camera is great for taking photos and videos it's pretty clear and it is dual,front and back camera.The sound quality is not that loud but it's not too low either.However it has a Bluetooth so you can just pair it to any Bluetooth speaker if you want to listen to loud music.This phone is enough for your needs compare to the higher prices phones.It is user friendly with a beautiful LCD display.And the best thing is that it's Unlocked,and can put two sim cards(standard sim & micro sim)great phone when traveling to different country.Its also comes with everything,you don't need to purchase the accessories.It comes with:-USB Cable charger-Wall charger-screen protector-clear flexible rubber case-user manualOverall it's a great phone with great features.Recommended.I'm glad to test this for my honest and unbiased feedback and all opinion is mine and it's based of my experienced on the product.",5
501,501,53," The phone is an unlocked phone and the support network of the phone is 3G (WCDMA 850/2100) and 2G Quad Band(GSM 850/900/1800/1900) network ,If you have to buy a sim card buy the GSM/WCDMA SIM card. Do not buy the CDMA SIM card from them.The support language of the phone is English, Bahasa Indonesia, Bahasa Malaya, Burmese, Cestina, Deutsch, Espanola, French, Italiano, Nederland's, Portuguese, Vietnamese, Turkish, Greek, Russian, Hebrew, Arabic, Persian, Thai, Simplified/Traditional Chinese.If your service support those network, and those language, you can use this phone.It supports two different sims cards and a memory card I put a 64 gig memory card in it and it supported it.The internet on this phone is just as fast as 4g I was very impressed with the speed of the phone and clarity.The phone is very well made and durable you will not be disappointed with this phone.I received this phone at no cost/free to test it and try it out in exchange for my honest and unbiased opinion/review of the Juning cell phone.",5
502,502,49,Cheap-- I am sending it back..,1
503,503,53,I bought this to replace my samsung galaxy s3 and this phone has went above an beyond my expectations. It works the same if not better than my Samsung did for more than half the price. I would def purchase again,5
504,504,53,"My niece is 15 and so hard on phones, my sister has spent a ton of money replacing phones because at 15 years old the right phone matters. I was given the opportunity to try out the Juning 5"" Android phone and passed it along to my niece because I knew it would be perfect for her.Starting with the obvious looks. Just by looks alone, it's amazing. It's Pink and that is something so different than the average phone you can get with a major carrier. It easily resembles a Samsung in size and button placement so she doesn't look ""uncool"" and the screen is BIG which is important as we all know.The phone easily connected to my homes wifi for set up and I was more than impressed with the speed of it. The quad core is very compatible to my iPhone 6s Plus but without the $750 price tag. It is up to date on android and had many features that my niece was looking for including a front facing camera for those snapchat selfies. There is plenty of space to download other apps from the Google play store once you get yourself set up too.It is a dual sim phone but my niece doesn't travel out of the country though if that's of importance to you having that extra SIM card port is amazing.**3G (WCDMA 850/2100) 2G Quad Band (GSM 850/900/1800/1900) **That is the specifics as far as what the phone is compatible with. We have T-Mobile and it worked with no issues or lag straight away when we popped her SIM card in. Keep in mind this is at 3G and 2G speeds, it is in no way compatible with 4G or 4G LTE services but as we all know, most companies throttle our data to 2G after just a few gb and I hardly notice at all. I honestly noticed no lag at all in this phone at 3G or 2G speeds.The phones comes with a charger, earbuds, screen protector and a silicone case. I tried a Samsung lightening charger I had around the house but it didn't fast charge the phone. The ear buds are pretty meh.. Nothing amazing and the silicone case is better than nothing. My niece likes it because it is clear and shows off that she has a very unique pink phone. It seems like it provides better protection than none but I'm not sure where to find others since this is kind of a newer brand of phone.Overall, I'd say this is a great phone. It performs great and. For the price, you really can't beat all the kick you get in this Android phone. I'm an iPhone lover but my son is wanting one of these Junings for himself now too and they come in a variety of colors so maybe we will give it another go.I did receive this item for free in exchange for my unbiased review however that did not influence my opinion in any way.",5
505,505,53,"This is a good wireless type of phone, the price is really cheap but the quality is good.This phone is already had the latest android system 5.1 lollipop.I don't need lots of specs on a phone, I'm not that tech on the phone.But in my end, I do like most phone work longer, easy to use, work as a friendly user.Anyway, one of the reasons why I have this phone, it's an unlocked phone, this phone can activate on a prepaid wireless network of your choice you can use either the regular sim card or the micro sim. The additional advantage is that you can use the phone in any country if you are into travel, this can be a helpful way to avoid roaming charges.Please watch my video.I received this product with a discount in exchanged for an honest and unbiased review.The reseller is not responsible for my opinion. '",5
506,506,53," 5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3GCellphone Gold I am official a fan of Juning Phone. Not because i got in a special prize but this phone is really awesome! you wont regret having this phone. It functions like a a branded phone and really gives you a good use. the features of the phone are same like the branded phone we have. what i like most about this phone is there camera. the camera is really special and very clear once you capture a picture. another thing special about it, if you're a selfie addict like me you will definitely loved there camera. they have this feature in the camera that when you smile, the camera will automatically capture the image without touching the button! it is really cool! i was consume with it for an hour taking pictures of myself! when i first got the phone i only charged it for 2-3 hours and after that i used it, the battery last long. which is really good. Plus inside the box, it includes charger, headsets, a phone protector and screen protector. which is really cool! the screen is very wide. i enjoyed watching some movies and videos there. one thing i wanted to improve there is the phone storage. i hope it is more. but one thing another good about is you can extend the memory of your phone by putting a memory card on it. I really love this phone so much! i recommend this phone to all because it is really cool! it can be considered the best and be included in the branded phone that we have. you will not regret buying this phone because it is really awesome. i receive this product for free in exchange for my honest review.",5
507,507,49,Just received phone... Phone will not power on or take a charge?,1
508,508,50,Battery keeps running down not charging pass 60%,2
509,509,50,"It was slow, but worked fine. However after only 2 weeks it wouldn't charge. After diagonosis, it was charging port that was defective and could not be repaired. May be just this one i received. I ended up returning the phone.",2
510,510,49,"It was advertised as being unlocked and compatible with AT&T- It didn't work with my sim card and when I took it into the AT&T store they tried there and weren't able to get it to work either, so I had to return it. Frustrating experience.",1
511,511,49,"Worst phone I have ever bought haven't had it more then a month or two and it freezes, resets to factory on its own, glitches to black screens, and tries to load pages I haven't even asked it to load, it charges so slow and the battery life sucks horribly, it launches a Justin beiber song randomly that hangs up your phone calls, and won't stay locked, snaps countless pictures and videos randomly in your pocket even while having a password lock on it, I absolutely hate this phone and regret buying two of them, the one I bought my girlfriend didn't work from the moment I bought it, DO NOT BUY THIS PHONE!!!",1
512,512,51,volume not loud,3
513,513,49,I don't know about other phone carriers but this phone does not work with T-Mobile. Calls out and calls coming in work maybe 1/10 times. The signal is terrible. Sad I can't use it when it's such a pretty phone. Will be returning this phone.,1
514,514,49,Didn't work when it arrived! So I returned it! What a waste,1
515,515,51,OK so far,3
516,516,53,"This is an amazing phone. I purchased the 6in for myself, and came back a week later, and bought the 5in for a friend. We are both really impressed with this phone. It is super easy to us,e and really sharp looking. I am not interested in paying hundreds, if not a thousand dollars for ANY PHONE! This has all of the functions anyone could ever need. I highly recommend this phone. The price is amazing, and its free shipping. My only con would be, it is a prime item, and it took 8 days to get to me...from the Midwest. I also don't really like the unverified purchase reviews given from obvious plants. I imagine they are ""given the phones in exchange for a review"", but are not actual purchases. I think this cheapens the integrity of the seller. This phone is high enough quality that it will speak for itself. The phone earned two, 5 star reviews from us, but the cheesiness of the planted reviews actually gives it a 2-3 star review. I would buy this phone again if something happened to the one I have. Thank you Amazon for providing such good products.",5
517,517,49,"SO FAR I HAVE PHONE ACTIVATED,BUT NOT VERY HAPPY WITH PERFORMANCE,WAITING FOR ANDROID UPGRADE HOPING THAT WILL COMPENSATE ALL THE HEADACHES.",1
518,518,50,No 4g with ATT just 2g,2
519,519,53,Suburb Mobile works very smooth best android phone I have ever had. Its a stunning design. TheInterface is also easy and functional . comes with lollipop I have no need or interest on rooting because as it comes packs with practical features and appps. You can't go wrong with this just buy it's a solid brand made of high quality material and system too.,5
520,520,49,"This product is à big peace of sh....ttt!! So i'm warning you!!! Never buy it! Why? Ok let me tell you why!! GPS doesn't Work, the phone burn every time u use it for more than 5 mins and it doesn't Work anymore after 1 month!!Sooo... Don't waste pour money!! I lost but at leaste i can tell everyone that: don't buy chinese stufff!!! Trust great brand!!!",1
521,521,52,camera is not that great...but it's a great introductory smartphone for the price.,4
522,522,53,Cool phone,5
523,523,53,"When phones like this is on the market the competition is on, works great runs smooth and you can't brat the price",5
524,524,53,It's spectacular. This phone hace a good perfomance. I like it so muchos. It's cheaper the another famous celular but it doesn't shy,5
525,525,53,"Good phone, good qualty, the only that can better is the camera, on night..",5
526,526,50,I bought this phone for its camera and 64bit and 2 gb ram thought would be blazing fat.Let me tell you this this phone has absolutely the worst camera even when you compare with 5 mgp let alone 13 megapixel it looks so grainy that i hate the phone and will sell it for half price just to get rid of this heavy junk that does not keep up with what they advertise,2
527,527,52,"the phone is very good for the price, does it right, the wifi has a good reach, the games run fast for a majority, good design, the gps works ok.como I have my bad coverage 4g mobile operator can not prove all rightconsthe sound leaves much to be desired, very badstill no stable version for andoid 5.0 to date,as I have seen are working on it.",4
528,528,49,Just received phone... Phone will not power on or take a charge?,1
529,529,50,Battery keeps running down not charging pass 60%,2
530,530,50,"It was slow, but worked fine. However after only 2 weeks it wouldn't charge. After diagonosis, it was charging port that was defective and could not be repaired. May be just this one i received. I ended up returning the phone.",2
531,531,49,"It was advertised as being unlocked and compatible with AT&T- It didn't work with my sim card and when I took it into the AT&T store they tried there and weren't able to get it to work either, so I had to return it. Frustrating experience.",1
532,532,49,"Worst phone I have ever bought haven't had it more then a month or two and it freezes, resets to factory on its own, glitches to black screens, and tries to load pages I haven't even asked it to load, it charges so slow and the battery life sucks horribly, it launches a Justin beiber song randomly that hangs up your phone calls, and won't stay locked, snaps countless pictures and videos randomly in your pocket even while having a password lock on it, I absolutely hate this phone and regret buying two of them, the one I bought my girlfriend didn't work from the moment I bought it, DO NOT BUY THIS PHONE!!!",1
533,533,51,volume not loud,3
534,534,49,I don't know about other phone carriers but this phone does not work with T-Mobile. Calls out and calls coming in work maybe 1/10 times. The signal is terrible. Sad I can't use it when it's such a pretty phone. Will be returning this phone.,1
535,535,49,Didn't work when it arrived! So I returned it! What a waste,1
536,536,51,OK so far,3
537,537,53,"This is an amazing phone. I purchased the 6in for myself, and came back a week later, and bought the 5in for a friend. We are both really impressed with this phone. It is super easy to us,e and really sharp looking. I am not interested in paying hundreds, if not a thousand dollars for ANY PHONE! This has all of the functions anyone could ever need. I highly recommend this phone. The price is amazing, and its free shipping. My only con would be, it is a prime item, and it took 8 days to get to me...from the Midwest. I also don't really like the unverified purchase reviews given from obvious plants. I imagine they are ""given the phones in exchange for a review"", but are not actual purchases. I think this cheapens the integrity of the seller. This phone is high enough quality that it will speak for itself. The phone earned two, 5 star reviews from us, but the cheesiness of the planted reviews actually gives it a 2-3 star review. I would buy this phone again if something happened to the one I have. Thank you Amazon for providing such good products.",5
538,538,53,Like phone its nice for price sometimes it get a little to hot only thing I didn't like is that it went to factory mode for a day didn't work bit other then that phone was great for price,5
539,539,52,So to be put to use by the beneficiary,4
540,540,49,Attractive phone but did not work upon arrival. I would not recommend.,1
541,541,53,"This phone works well as how it supposed to be.It has everything you need to make life easier.Its very easy to use,I can surf the Internet fast,listen to music,take photos and videos and many more.The camera is great for taking photos and videos it's pretty clear and it is dual,front and back camera.The sound quality is not that loud but it's not too low either.However it has a Bluetooth so you can just pair it to any Bluetooth speaker if you want to listen to loud music.This phone is enough for your needs compare to the higher prices phones.It is user friendly with a beautiful LCD display.And the best thing is that it's Unlocked,and can put two sim cards(standard sim & micro sim)great phone when traveling to different country.Its also comes with everything,you don't need to purchase the accessories.It comes with:-USB Cable charger-Wall charger-screen protector-clear flexible rubber case-user manualOverall it's a great phone with great features.Recommended.I'm glad to test this for my honest and unbiased feedback and all opinion is mine and it's based of my experienced on the product.",5
542,542,53," The phone is an unlocked phone and the support network of the phone is 3G (WCDMA 850/2100) and 2G Quad Band(GSM 850/900/1800/1900) network ,If you have to buy a sim card buy the GSM/WCDMA SIM card. Do not buy the CDMA SIM card from them.The support language of the phone is English, Bahasa Indonesia, Bahasa Malaya, Burmese, Cestina, Deutsch, Espanola, French, Italiano, Nederland's, Portuguese, Vietnamese, Turkish, Greek, Russian, Hebrew, Arabic, Persian, Thai, Simplified/Traditional Chinese.If your service support those network, and those language, you can use this phone.It supports two different sims cards and a memory card I put a 64 gig memory card in it and it supported it.The internet on this phone is just as fast as 4g I was very impressed with the speed of the phone and clarity.The phone is very well made and durable you will not be disappointed with this phone.I received this phone at no cost/free to test it and try it out in exchange for my honest and unbiased opinion/review of the Juning cell phone.",5
543,543,49,Cheap-- I am sending it back..,1
544,544,53,I bought this to replace my samsung galaxy s3 and this phone has went above an beyond my expectations. It works the same if not better than my Samsung did for more than half the price. I would def purchase again,5
545,545,53,"My niece is 15 and so hard on phones, my sister has spent a ton of money replacing phones because at 15 years old the right phone matters. I was given the opportunity to try out the Juning 5"" Android phone and passed it along to my niece because I knew it would be perfect for her.Starting with the obvious looks. Just by looks alone, it's amazing. It's Pink and that is something so different than the average phone you can get with a major carrier. It easily resembles a Samsung in size and button placement so she doesn't look ""uncool"" and the screen is BIG which is important as we all know.The phone easily connected to my homes wifi for set up and I was more than impressed with the speed of it. The quad core is very compatible to my iPhone 6s Plus but without the $750 price tag. It is up to date on android and had many features that my niece was looking for including a front facing camera for those snapchat selfies. There is plenty of space to download other apps from the Google play store once you get yourself set up too.It is a dual sim phone but my niece doesn't travel out of the country though if that's of importance to you having that extra SIM card port is amazing.**3G (WCDMA 850/2100) 2G Quad Band (GSM 850/900/1800/1900) **That is the specifics as far as what the phone is compatible with. We have T-Mobile and it worked with no issues or lag straight away when we popped her SIM card in. Keep in mind this is at 3G and 2G speeds, it is in no way compatible with 4G or 4G LTE services but as we all know, most companies throttle our data to 2G after just a few gb and I hardly notice at all. I honestly noticed no lag at all in this phone at 3G or 2G speeds.The phones comes with a charger, earbuds, screen protector and a silicone case. I tried a Samsung lightening charger I had around the house but it didn't fast charge the phone. The ear buds are pretty meh.. Nothing amazing and the silicone case is better than nothing. My niece likes it because it is clear and shows off that she has a very unique pink phone. It seems like it provides better protection than none but I'm not sure where to find others since this is kind of a newer brand of phone.Overall, I'd say this is a great phone. It performs great and. For the price, you really can't beat all the kick you get in this Android phone. I'm an iPhone lover but my son is wanting one of these Junings for himself now too and they come in a variety of colors so maybe we will give it another go.I did receive this item for free in exchange for my unbiased review however that did not influence my opinion in any way.",5
546,546,53,"This is a good wireless type of phone, the price is really cheap but the quality is good.This phone is already had the latest android system 5.1 lollipop.I don't need lots of specs on a phone, I'm not that tech on the phone.But in my end, I do like most phone work longer, easy to use, work as a friendly user.Anyway, one of the reasons why I have this phone, it's an unlocked phone, this phone can activate on a prepaid wireless network of your choice you can use either the regular sim card or the micro sim. The additional advantage is that you can use the phone in any country if you are into travel, this can be a helpful way to avoid roaming charges.Please watch my video.I received this product with a discount in exchanged for an honest and unbiased review.The reseller is not responsible for my opinion. '",5
547,547,53," 5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3GCellphone Gold I am official a fan of Juning Phone. Not because i got in a special prize but this phone is really awesome! you wont regret having this phone. It functions like a a branded phone and really gives you a good use. the features of the phone are same like the branded phone we have. what i like most about this phone is there camera. the camera is really special and very clear once you capture a picture. another thing special about it, if you're a selfie addict like me you will definitely loved there camera. they have this feature in the camera that when you smile, the camera will automatically capture the image without touching the button! it is really cool! i was consume with it for an hour taking pictures of myself! when i first got the phone i only charged it for 2-3 hours and after that i used it, the battery last long. which is really good. Plus inside the box, it includes charger, headsets, a phone protector and screen protector. which is really cool! the screen is very wide. i enjoyed watching some movies and videos there. one thing i wanted to improve there is the phone storage. i hope it is more. but one thing another good about is you can extend the memory of your phone by putting a memory card on it. I really love this phone so much! i recommend this phone to all because it is really cool! it can be considered the best and be included in the branded phone that we have. you will not regret buying this phone because it is really awesome. i receive this product for free in exchange for my honest review.",5
548,548,49,Just received phone... Phone will not power on or take a charge?,1
549,549,50,Battery keeps running down not charging pass 60%,2
550,550,50,"It was slow, but worked fine. However after only 2 weeks it wouldn't charge. After diagonosis, it was charging port that was defective and could not be repaired. May be just this one i received. I ended up returning the phone.",2
