product_id,product_name,price,seller_id,details,timestmp
1493,TRESemme Botanique Detox & Restore Shampoo  (580 ml),395,29,"Don’t let the harsh pollutants fall hard on your tresses. Use the TRESemme Botanique Detox and Restore shampoo to give the required nourishment to your hair and repair the damaged strands. This shampoo is safe for color-treated hair. Healthy and Stunning Hair Infused with an expertly crafted system, this shampoo gently purifies your hair from built-up daily residues. Without Parabens or Dyes It is formulated with a botanical blend of ginseng and neem to nourish the weak and damaged cuticles of your hair and improve manageability.",2019-11-26 00:33:45
1494,Nivea Men Sensitive Cooling After Shave Lotion  (100 ml),181,635,"Looking for something cool and refreshing for your just-shaved skin? Try using this distinctively fragrant after-shave lotion from Nivea that will not only soothe and calm your skin, but also stimulate your senses with its refreshing notes. Alcohol-free This fast-absorbing lotion does not contain any alcohol-based ingredient that can irritate or burn your skin post shaving. In fact, it is a non-greasy blend of cooling agents that will alleviate any redness or dryness, and can be used on a daily basis.",2019-11-08 00:35:34
1495,Kwality Chat Masala  (100 g),60,157,,2019-11-23 03:05:38
1496,Sofit Raisins Plus Flax Seeds Protein Cookies  (150 g),65,972,,2019-11-06 00:23:53
1497,Jersey Thick Shake  (Vanilla),25,783,,2019-11-26 00:56:38
1498,Biotique Morning Nectar Skin Moisturizer  (190 ml),263,110,"This lightening and nourishing lotion is blended with pure honey, wheatgerm and seaweed. It sinks into skin to replace natural oils and replenish lost moisture for a noticeably fresher, fairer complexion.",2019-11-01 00:33:56
1499,Vinayaka's Premium Navami Sandal Dhoop Cone,122,688,,2019-11-11 00:40:23
1500,Pro Nature Organic Coriander Powder  (100 g),47,102,,2019-11-10 00:24:47
1501,Origo Fresh Round Jaggery  (500 g),42,101,,2019-11-27 00:24:47
1502,Glade Floral Perfection Spray  (300 ml),147,865,,2019-11-10 00:34:59
1503,Bajaj Almond Drops Hair Oil  (300 ml),173,739,,2019-11-22 00:32:24
1504,Bikano Tasty Fried Coated Peanuts  (400 g),89,373,,2019-11-28 00:26:06
1505,Dove Dryness Care Shampoo  (340 ml),182,951,Don’t let the harsh weather take a toll on your hair as you nourish it with the Dove Dryness Care Shampoo. This shampoo restores the natural balance of your hair owing to the perfect blend of essential ingredients. Specially Designed Formula This shampoo is enriched with micro moisture serum to make your hair soft and nourished. The shampoo also keeps your hair protected from daily wear and tear. Nourishment This shampoo keeps your hair healthy by nourishing your hair deep inside owing to its unique formulation with the pro-moisture complex.   Glossy Look Say hello to glossy hair as this shampoo gently cleans your dry locks to make it shiny and appealing.,2019-11-15 00:31:25
1506,Palmolive Thermal Spa Skin Renewal Body Wash  (250 ml),176,67,,2019-11-28 00:30:45
1507,Nivea Skin Refining Scrub  (150 ml),173,211,"Enriched with Vitamin E and Hydra IQ, this skin refining scrub from NIVEA gently exfoliates your skin to give you an even complexion. It works to remove dead skin cells, while restoring your skin’s moisture balance. Rigorous Exfoliation This scrub refines the skin’s surface to uncover an even complexion and give a sensational freshness to your skin. It gently exfoliates your skin to remove dead skin cells. Mild on Your Skin The Vitamin E is mild on your skin and restores your skin’s moisture balance. Dermatologically Proven It is meant for the normal skin type and can be safely used on your face.",2019-11-30 00:35:40
1508,Hit Anti Roach Gel,234,311,,2019-11-23 00:46:14
1509,Real Greetings  (3 L),327,768,,2019-11-27 00:28:07
1510,Wow Skin Science Activated Charcoal Peel Off Face Mask  (100 ml),371,768,,2019-11-27 00:35:05
1511,Meera Kunkudukai & Badam Strong and Healthy Shampoo  (340 ml),168,718,,2019-11-22 00:31:08
1512,Flipkart Supermart Select Brown Rice  (1 kg),102,836,,2019-11-30 00:26:25
1513,Kissan Schezwan Sauce  (200 g),55,840,,2019-11-07 00:29:56
1514,Britannia Marie Gold Biscuits  (250 g),30,188,,2019-11-17 00:25:27
1515,St. Ives Soothing Oatmeal & Shea Butter Body Wash  (400 ml),319,102,"Keep calm and soothe on! Our Soothing Oatmeal and Shea Butter Body Wash gently cleanses skin with a rich, soothing lather. This is a creamy body wash infused with oatmeal and Shea butter extract that helps to restore your natural glow with every wash. Made with 100% natural extracts (oatmeal and Shea butter) it'll cleanse your skin with a sumptuous, soothing lather.",2019-11-08 00:27:01
1516,"Karachi Bakery Plain Soan Papdi Mithai Box  (Combo Pack 1  1 Free, 200 g each)  (200 g)",80,743,,2019-11-02 00:30:45
1517,Aachi Chicken Kabab 65 Masala  (50g Aachi Ginger Garlic Paste Free)  (100 g),52,96,,2019-11-09 00:24:30
1518,Sprite Can  (300 ml),30,689,"Let the lemon-flavour of the Sprite soft drink quench your thirst and refresh your taste buds instantly. This refreshing beverage complements meals, and also, it gives you instant energy to sail through the hot summer days. Clean and Crisp Flavour This lemon-flavour drink has a clean and crisp taste. Ideal Summer Drink This is a refreshing summer drink that hydrates your senses. Drink Anytime You can drink Sprite with your meals, on the move, and also while chilling with friends. Perfect Party Drink This drink is perfect for parties and gatherings. Serve Chilled To quench your thirst, drink it chilled and bubbling.",2019-11-14 00:31:49
1519,"Kellogg's Oats  (1 kg, Pouch)",183,461,,2019-11-23 03:17:18
1520,Flipkart Supermart Select Rice Flour  (500 g),30,852,,2019-11-07 00:23:01
1521,Tropicana Mixed Fruit Delight  (1 L),85,336,"Start your day with a healthy and refreshing glass of Tropicana mixed-fruit juice. This ready-to-serve fruit juice, with its special 6-layer protection, will be one of your favorite beverages.",2019-11-26 00:29:20
1522,Head & Shoulders Silky Black Shampoo  (180 ml),140,52,"The Head & Shoulders Silky Black Shampoo makes your hair silky, smooth, and frizz-free. Its soft formula easily penetrates your hair, thoroughly cleansing it. Other than cleaning your hair, this shampoo also moisturizes your scalp so you don’t have to deal with dandruff. Its fresh scent leaves your hair smelling clean all day long.",2019-11-23 03:28:50
1523,"Himalaya Lip Care Rick Cocoa Butter  (Pack of: 1, 4.5 g)",142,470,,2019-11-10 00:33:08
1524,Nestea Peach Iced Tea Pouch  (400 g),165,774,,2019-11-12 00:50:28
1525,Hershey's Cocoa Powder  (225 g),227,980,,2019-11-10 00:30:36
1526,Flipkart Supermart Select Cardamom (Elaichi Green)  (100 g),420,952,"The queen of spices - cardamom is a highly fragrant native Indian spice that adds a complex mix of citrusy, minty,  and herbal flavours all at the same time. Apart from its lingering pleasant aroma, it also contains vitamins and minerals, including riboflavin, niacin, vitamin C, iron, manganese and more to assist against heartburns and constipation. Flipkart Supermart Cardamoms are strong in flavour and aroma. They make sure your special dishes not only taste rich, but also have an inviting fragrance. Sourced from the finest traditional farms, our professionals handpick these Select produce carefully to ensure that the maximum nutrition from the farm reaches your food. Through multiple quality checks, cleaning and advanced packaging, Flipkart Supermart Select ensures an enhanced shelf-life while preserving the healthy, natural taste of the produce. So go ahead and enjoy a healthy, hearty meal with your family.",2019-11-23 02:58:25
1527,Scotch Brite Scrub Sponge  (Regular),35,833,,2019-11-07 00:39:00,2d320ce50db622acdc61fcb5b11fa45b
1528,Snickers Party Mix Bars  (330 g),270,916,"Make every day a celebration with the Snickers Party Mix Pack that contains miniature assorted chocolates.   Ideal Celebration Gift You can gift the pack to your loved ones to celebrate any occasion, big or small. Assorted Luxury Chocolates This pack contains Bounty coconut chocolate, Mars caramel chocolate, and Snickers peanut chocolate.",2019-11-22 00:28:26
1529,Colgate Strong Teeth and Active Salt Toothpaste  (100 g Extra in Pack)  (600 g),278,99,,2019-11-05 00:33:22
1530,JK Yellow Sarsoo  (50 g),10,24,,2019-11-10 00:25:01
1531,Scotch Brite Kitchen Wipe Dry Microfibre Cleaning Cloth,173,502,,2019-11-27 00:37:43
1532,Dizzle Kesar Mix Mouth Freshener,113,245,,2019-11-05 00:30:33
1533,Origo Fresh Sihore Whole Wheat  (1 kg),60,271,,2019-11-04 00:26:10
1534,ACT II Salted Popcorn  (35 g),20,247,,2019-11-30 00:29:40
1535,"Durex Extra Time Condom  (Combo Pack 1  1, 6 Units Each Free)  (Set of 2, 6S)",130,59,,2019-11-23 03:33:33
1536,ADIDAS Fruity Rhythm Deodorant Spray - For Women  (150 ml),160,784,,2019-11-12 01:02:11
1537,Maggi Fusian Chilli Garlic Chinese Sauce  (85 g),20,940,,2019-11-16 00:31:23
1538,MTR Ready To Eat Bisibele Bhath 300 g,77,501,,2019-11-30 00:30:58
1539,"Dabur Honey Squeezy  (Combo Pack 1  1 Free, 400 g each)  (400 g)",260,700,"Dabur Honey is one of the healthiest substitutes of refined sugar with wholesome natural goodness. Dabur Honey is procured from the purest of sources from the forests of Sundarbans, Himalayas and other specified regions.",2019-11-23 03:26:11
1540,MTR Instant Rava Dosa Mix 500 g,105,903,,2019-11-23 03:27:56
1541,Flipkart Supermart Select Unpolished Black Urad Dal (Split)  (500 g),65,673,"Dal contains high levels of fibers and carbohydrates for digestion and energy. Cultivated on the nutrient-rich fields of Maharashtra, Gujarat, etc., Flipkart Supermart Dal and Pulses add proteins and essential nutrients to your everyday diet. Sourced from the finest traditional farms, our professionals handpick the Select produce carefully to ensure that the maximum nutrition from the farm reaches your food. Through multiple quality checks, cleaning and advanced packaging, Flipkart Supermart Select ensures an enhanced shelf life while also preserving the healthy, natural taste of the produce. So go ahead and enjoy a healthy, hearty meal with your family.",2019-11-23 00:30:57
1542,Ashok Fenugreek Methi  (100 g),18,248,,2019-11-07 00:22:41
1543,Revive Instant Starch Fabric Stiffener  (400 g),125,697,"Keep your sarees and shirts wrinkle-free and stiff with the help of the Revive instant starch fabric stiffener. It has been formulated to suit most fabrics. Dissolves in Cold Water You don’t have to worry about the temperature of the water at home. This starch will dissolve easily, even in cold water. For Every Fabric Cotton, silk, wool, and linen - your wardrobe might be filled with clothes made from different fabrics. This fabric stiffener is formulated to suit most fabrics. Patch-free Stiffness Your clothes will remain stiff but without any patches, as this starch forms a transparent layer on your clothes. Brighter Clothes You can utilise this starch to make your colourful clothes appear brighter.",2019-11-06 00:38:59
1544,Park Avenue Good Morning Soap  (Buy 3 Get 1 (125g Each) Free)  (3 x 125 g),126,738,"Tea tree oil has been used for medicinal purposes since time immemorial. This medicinal oil works at eliminating bacteria and cleansing your body. so, if you want a cleansed and bacteria free body, then buy Park Avenue Good Morning Soap. This soap is composed of tea tree oil in order to help keep your body cleansed from germs. The anti-bacterial properties of this bathing soap makes it an excellent and essential feature to your bath products. This park avenue soap is designed to treat your body with enough care so after a day’s work or at the start of your day, your soap makes sure that you are germ free. This men’s soap is ideal for hydrating your skin, after all the wear and tear that you put your skin through.",2019-11-16 00:31:05
1545,Ziofit Californian Inshell Walnuts  (Buy 1 Get 1 (500g Each) Free)  (500 g),649,516,,2019-11-27 00:23:27
1546,Paper Boat Crushed Peanut Chikki Plastic Bottle  (800 g),225,780,,2019-11-17 00:29:21
1547,Flipkart Supermart Select Sooji/Rava  (1 kg),38,914,,2019-11-26 00:24:33
1548,Lakme Insta Eye Liner 9 ml  (Black),117,623,"Define the outline of your eyes with some Color, with the Lakme Insta Liner. This eyeliner is endowed with a water-resistant formula that also makes it last longer. The deep intense color of this Lakme Insta Liner accentuates your eye makeup and adds a dash of dramatic beauty and glamour to them. The smooth Brush applies the liner over your eye lids in an even stroke and can be used for various looks you want to create. The Lakme Insta Liner comes in a transparent glass bottle with a sturdy screw type lid and is easy to carry in your bag and perfect for an instant touch up. The Lakme Insta Liner is light-weight and is a comfortable eye makeup for perfect definition. Its water resistant formula ensures no smudging or smearing, and it's deep intense color that does not fade. It is a perfect daily wear eyeliner! Lakme is one of India's leading color cosmetic brands offering a wide range of high-end, world-class color cosmetics and skincare products. Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, India's premier fashion event.",2019-11-23 03:34:01
1549,Himalaya Refreshing Baby Wash  (200 ml),145,149,"HimalayaRefreshing Baby Washhas cooling, refreshing, antibacterial, and anti-inflammatory properties, which effectively help manage prickly heat rashes and excessive sweating in babies. Our baby wash contains Watermelon and Champaca that cool, condition, and refresh the skin, while Neem's antibacterial properties prevent skin ailments. Ideal for use during the summer, Himalaya Refreshing Baby Wash is free from artificial colors.",2019-11-26 00:35:08
1550,Rostaa Medjool Dates  (680 g),"1,176",899,,2019-11-09 00:25:57
1551,Ching's Secret Schezwan Instant Noodles Vegetarian  (240 g),36,169,"Do you crave for food in the middle of the night? Buy Ching’s Secret Schezwan Instant Noodles and beat your midnight cravings easily.   A Delight for Everyone It is made with 100% real vegetables so that, both, vegetarians and non-vegetarians can enjoy it.   Easy to Cook It contains tiny vegetable bits that make its fiery flavour even more interesting and tasty. Also, it barely takes any time to cook so you don’t have to stand in the kitchen for long hours.",2019-11-07 00:27:52
1552,Amul Ecuador Tropical Dusk Single Origin Dark Chocolate Bars  (125 g),147,56,,2019-11-28 00:31:32
1553,Chandan Jeera Goli Mouth Freshener,47,117,,2019-11-09 00:27:41
1554,"Pedigree Senior Rice, Chicken 3 kg Dry Dog Food",641,609,"Make your dog more pleased with his meals by feeding him this Pedigree dog food, which comes with a healthy blend of chicken and rice, tasty as well as very healthy.",2019-11-24 00:54:59
1555,Nivea Sun Moisturising Lotion - SPF 50+ PA++++  (125 ml),434,203,"Protect yourself from the harsh rays of the sun with the Nivea Sun moisturising lotion. With SPF of 50, this lotion is non-greasy and also helps in preventing wrinkles. Instant Protection The Nivea Sun moisturising lotion comes with SPF 50 and has been designed to provide instant protection to your skin from UVA-UVB rays. Restores Moisture The advanced collagen formula of this lotion prevents wrinkles and restores your skin’s moisture.    Fast-absorption Formula The water-resistant formula of this lotion is non-greasy as well as non-oily, so it gets quickly absorbed into the skin.",2019-11-14 00:32:54
1556,Kumbh Coconut Powder  (200 g),51,243,,2019-11-20 00:22:56
1557,MilkLane UHT Processed Homogenized Toned Milk  (6 x 0.5 L),168,456,,2019-11-18 00:40:54
1558,Pro Nature Organic Sunflower Oil Plastic Bottle  (500 ml),171,191,,2019-11-27 00:23:33
1559,Kumbh Bay Leaves  (50 g),11,413,,2019-11-01 00:26:00
1560,Catch Sprinklers Black Pepper  (100 g),164,742,,2019-11-01 00:24:28
1561,MamyPoko Pants Standard Diapers - S  (46 Pieces),343,752,"This new and improved Mamy Poko Pants diapers are way more efficient and useful than the cloth nappies. In this Standard diaper pack, you will 46 pant-style diapers which are highly absorbent and are comfortable to wear as well. Small Size The diapers in this set are small in size and are ideal for babies aged between one to six months. Elastic Closure The diapers have a soft elastic waistband without any tapes, so it doesn’t form any lines or hurt your baby's skin.",2019-11-26 00:34:25
1562,Dana Strawberry Jam 340 g,225,243,,2019-11-20 00:29:05
1563,Eastern Dry Ginger Powder  (100 g),40,457,,2019-11-16 00:24:03
1564,Wild Stone Ultra Sensual Deo Talc  (300 g),163,942,"Jumpstart the lousy looking week ahead on a refreshing, revitalizing new note. After all, a great frame of mind that induces positivity allows you to go ahead and seize the day. Be it the big business presentation at the workplace or before heading to college where a long day awaits you and you cannot afford to not be on your feet constantly. So after that quick morning shower, sprinkle the Wild Stone Ultra Sensual Deo Talc generously over your upper torso. Leave behind a lingering trail of ultra masculine fragrance, everywhere you go and make some heads turn. Packed with the goodness of a deodorant and talcum powder, this Ultra Sensual Deo Talc gives you the dual function of a sporty fragrance in addition to the absorbent property only a talcum powder can provide. Kiss unpleasant body odour goodbye, for good. Sail past those endlessly long days in the sun without constantly getting embarrassed by sweat spots around the armpits or across the breadth of your back. The ladies love a well-groomed man and nothing says suave like some good personal grooming. So the next time you’re drawing up a list of wardrobe essentials, you’ll do good to remember putting the Wild Stone Ultra Sensual Deo Talc somewhere in the top.",2019-11-10 00:33:25
1565,Himalaya Fairness Kesar Face Wash  (150 ml),136,632,"Enriched with kesar, this soap-free face wash from Himalaya gently cleans your skin and enhances its complexion. The antibacterial property of kesar kills bacteria and helps fight skin infections. The face wash’s natural formulation brightens and rejuvenates your skin to give it a healthy, natural glow. This face wash also contains ingredients like pomegranate which nourishes, mint which cools, and cucumber which soothes your skin.",2019-11-03 00:33:59
1566,TRESemme Smooth and Shine Conditioner  (190 ml),187,95,,2019-11-27 00:33:47
1567,Catch Sprinklers Chat Masala  (100 g),62,298,,2019-11-23 02:57:42
1568,Wild Stone Code Gold Perfume - For Men  (120 ml),225,731,,2019-11-23 03:33:03
1569,"Origami So Soft Toilet Roll Toilet Paper Roll  (3 Ply, 340 Sheets)",412,267,,2019-11-27 00:41:16
1570,Maiyas Mysore Pak Box  (250 g),82,683,,2019-11-12 01:04:19
1571,"Bagrry's Corn Flakes Plus Original and Healthier  (80 g Extra in Pack)  (800 g, Pouch)",219,262,,2019-11-07 00:27:01
1572,"Bagrry's Fruit n Fibre Mixed Fruit with Almond and Raision Oats, Wheat Muesli Cereal, 500g  (500 g, Box)",215,915,,2019-11-05 00:27:50,d89646252030c1374a6d6125597cd547
1573,Organic Tattva Multigrain Flour  (1 kg),127,319,,2019-11-14 00:26:23
1574,"Sensodyne Deep Clean Toothpaste  (Buy 2 Get 1 Free)  (140 g, Pack of 2)",207,679,,2019-11-05 00:33:37
1575,Lever Ayush Whitening Rock Salt Toothpaste  (150 g),68,839,,2019-11-27 00:33:01
1576,Tropicana Mixed Fruit with Cranberry Delight  (2 L),201,196,,2019-11-05 00:29:27
1577,Double Horse Chemba Puttupodi  (500 g),67,722,,2019-11-25 00:25:49
1578,"Tang Lemon Instant Drink Mix, 500g(Each)  (1 kg, Pack of 2)",130,34,,2019-11-23 02:56:26
1579,Masoor Dal Black (Whole)  (500 g),42,343,,2019-11-23 02:51:54
1580,Atish Papad - Onion & Rice 100 g,28,171,,2019-11-05 00:29:53
1581,Britannia Winkin Cow Flavoured Milk  (20 ml Extra in Pack)  (Vanilla),25,326,,2019-11-22 00:40:25
1582,Patanjali Honey  (500 g),145,474,,2019-11-23 03:25:28
1583,"Rasna Nagpur Orange (32 Glasses)  (25 ml, 20 g)",41,190,,2019-11-07 00:26:58
1584,Closeup Red Hot Mouthwash - Clove Oil  (250 ml),120,465,"New Closeup Red Hot Mouthwash. For long lasting freshness. Powered by Natural clove oil and anti germ formula which fights germs 24/7*. Bought to you from Closeup, Indias leading freshness brand in toothpaste category. Closeups first mouthwash with NATURAL clove oil and antigerm formula. Clove oil for long lasting fresh breath and antigerm formula for 100% mouth clean up that mints cant do. Moment of closeness can happen anywhere anytime and you need confidence to seize those moments BUT bad breath can kill this confidence With NEW closeup RED hot mouthwash have the confidence to seize the unexpected opportunities to get closer anytime anywhere NO ALCOHOL FORMULATION (** refers to ethyl alcohol) 100% PROVEN ACTION AGAINST GERMS which Fight Germs 24/7* to give you long lasting FRESHNESS MADE IN INDIA Marketed by Hindustan Unilever Ltd (HUL) Use undiluted 20ml, rinse for 30 seconds. Gargle and Expel and do not swallow the rinse. Don not rinse mouth with water OR eat or drink 30 minutes post rinse. Use twice daily. Ingredients: Water, Sorbitol, peg-40, hydrogenated castor oil, potassium citrate, glycine, benzyl alcohol, phenoxyethanol, sodium lauryl sulphate flavour, zinc sulphate, Eugenia caryophyllus leaf oil, sodium saccharin, sodium fluoride, CI 16035, EUGENOL. Warning: for external use only. Not to be swallowed. Keep out of reach of children.",2019-11-27 00:33:24
1585,Yardley London Gold Deodorant Spray - For Men  (150 ml),169,571,,2019-11-23 03:30:40
1586,Wow Skin Science Coconut Milk Hair Conditioner  (150 ml),271,606,,2019-11-23 03:30:14
1587,MTR Oats Idly Mix 500 g,123,300,,2019-11-29 00:30:51
1588,Catch Red Chilli Powder  (200 g),48,959,,2019-11-10 00:22:41
1589,Pro Nature Organic Sugar  (500 g),72,589,,2019-11-22 00:25:16
1590,Vinayaka's Kasturi Agarbattis  (125 g),64,186,,2019-11-22 00:40:51
1591,President Premium Salted Butter  (500 g),240,274,,2019-11-27 00:41:21
1592,Happilo Creamy Peanut Choco Spread 350 g,169,348,,2019-11-17 00:30:08
1593,Priyagold Golden Celebration Assorted Biscuits  (1 kg),175,678,,2019-11-06 00:25:21
1594,Pampers Premium Care Pants - XXL  (22 Pieces),573,235,"New Pampers Premium Pants with cotton like soft materials is best for your babys delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your babys skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in easy disposal of the diaper. Pampers is the No. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes.",2019-11-21 00:38:13
1595,"Kellogg's Chocos  (1.2 kg, Pouch)",450,917,,2019-11-23 03:16:04
1596,"Saffola Masala Oats Lemony Twist  (39 g, Pouch)",15,301,"You want to be healthy; you’re always short of time; you don’t want to compromise on taste - find the sweet spot between all these struggles with this packet of Saffola masala oats. Made from 100% natural whole grain oats and veggies, this packet of Saffola masala oats is healthy and tasty as well. The best part is, it hardly takes any time to prepare it. Just 3 Minutes Even with a hectic schedule, you can always squeeze in 3 minutes to prepare yourself a yummy bowl of oats. Nutritious Full of protein and fiber, oats keep you satiated for a long period and help you manage your weight. Less Fat According to a study, this product contains up to 70% less fat when compared to instant noodles.",2019-11-14 00:29:35
1597,Saffola Fittify Gourmet Superfood Moringa Jasmine Green Tea Box  (37.5 g),217,843,"This Saffola Fittify Gourmet Classic green tea combines nutrition and taste for a healthy lifestyle. Enriched with the goodness of Moringa leaves (of the drumstick plant), this green tea is packed with vitamins, minerals and other nutrients to help manage weight, boost immunity and regulate your metabolism. Healthy and Flavoursome This green tea is scientifically prepared by nutritionists in collaboration with Kunal Kapur - a renowned chef - to add more nutrition to your beverage. Nutrition Powerhouse Moringa leaves are power-packed with vitamins and minerals, and they boost immunity, help manage weight and regulate your metabolism. These leaves are a rich source of protein, iron, calcium and vitamin C, and are known for their antioxidant properties. The Power of Superfood With every sip of this green tea, you can say hello to better bone and joint health. Moringa comprises more calcium than milk, iron than spinach, proteins than dal, and vitamin C than plums.",2019-11-04 00:27:02
1598,Dabur Anmol Gold Pure Coconut Hair Oil  (100ml Anmol Gold Coconut Oil Free)  (500 ml),180,198,,2019-11-27 00:34:02
1599,Kissan Squeezo Fresh Tomato Ketchup  (900 g),173,639,,2019-11-22 00:28:34
1600,"Freshee Premium Kitchen Towels  (2 Ply, 60 Sheets)",103,529,,2019-11-23 00:43:51
1601,MTR Instant Dosa Mix 500 g,105,48,,2019-11-10 00:30:55
1602,"RedBull Energy Drink  (250 ml, Plain Flavored)",97,638,,2019-11-23 03:12:48
1603,Kumbh Lemon Flavored Salt  (200 g),33,588,,2019-11-01 00:25:20
1604,Dove Oxygen Moisture Shampoo  (650 ml),336,763,"Pollution, harsh sunlight, and other factors can damage your hair and make it look dull. This Dove shampoo is here to breathe life back into your hair so that it goes back to being bouncy, luscious, and strong. It consists of a transparent and lightweight formula that cleanses and moisturises your hair without weighing it down. Voluminous Hair with Nourishment This shampoo is designed to deliver naturally voluminous and bouncy hair without sacrificing on nourishment. Detangles Hair with Ease To facilitate easy detangling of your hair, this volumising shampoo glides effortlessly onto your hair, without weighing it down. Easy to Use Apply this shampoo onto your wet hair, focusing on its ends, and then rinse it off.  ",2019-11-24 00:34:01
1605,Dove Healthy Ritual for Strengthening Hair Shampoo  (340 ml),243,684,,2019-11-20 00:32:51
1606,Parachute Advansed Men Anti-Hairfall Aftershower Hair Cream  (100 g),71,933,"With the Parachute Advansed After Shower Hair Styling Cream (for men), you can style your hair just the way you like it, every day. It contains coconut milk proteins to give you healthy and lively hair. With this product, you can enjoy a harmonious balance of nourishment and style. Thanks to its natural cocolipid formula, your hair will receive nourishment right from the roots. With this product, you can protect your hair (and your hairstyle) from various extremities that your day-to-day life may bring. Designed for Men This hair styling cream has been designed keeping in mind the needs of the modern man. Its non-sticky formula makes it ideal for everyday use. Get a Confident Look Thanks to its non-sticky formula, this hair styling cream will ensure that you go about your day confidently. Suitable for Regular Use You can use this hair styling cream regularly for soft, smooth, and healthy hair.",2019-11-04 00:31:27
1607,Satyam Red Lobia (Whole)  (500 g),93,372,,2019-11-28 00:23:40
1608,Kumbh Kokam Wet  (100 g),17,576,,2019-11-04 00:27:06
1609,Prasaar Thin Poha  (1 kg),96,788,,2019-11-02 00:26:03
1610,Fair & Lovely Ayurvedic Care Cream  (50 g),125,674,"Get clear and glowing skin with this Fair & Lovely Ayurvedic Care Ayurvedic Care. Enriched with ingredients such as kumkumadi tailam, lodhra, khas, neelotpal, milk, bargad, and wheat germ oil, this ayurvedic face cream calms and soothes your skin, while rejuvenating it. This cream has skin-lightening agents which help you get that instant glow anywhere and anytime. Fairness Cream for Sensitive Skin This face cream which contains 16 natural ingredients is suitable for sensitive skin to get that rejuvenating look. Clears Marks and Improves Complexion Infused with Manjishtha, it helps in clearing marks on your skin and improving the complexion, while also clearing uneven skin tone. Gives Golden Glowing Skin This face cream infused with natural ingredients gives you a golden, glowing skin, making you look fairer and younger.",2019-11-30 00:32:13
1611,LuvIt Crazy Mango Toffee  (2 Units Reynolds Pen Free),135,786,,2019-11-20 00:28:33
1612,Real Apple and Masala Guava Fruit Juice  (2 x 1 L),199,593,,2019-11-04 00:26:35
1613,Cadbury Dairy Milk Silk Oreo Red Velvet Chocolate Bars  (130 g),136,190,,2019-11-23 03:23:34
1614,LuvIt Dairy Rich Roasted Almond Bars  (40 g),30,529,,2019-11-11 00:30:24
1615,Flipkart Supermart Select Bold Sugar  (1 kg),60,834,,2019-11-24 00:27:14
1616,Liberty Sunday Oryfit Physically Refined Rice Bran Oil Can  (1l Oryfit Rice Bran Oil Free)  (5 L),685,85,,2019-11-29 00:22:18
1617,m&m's Party Poppers Truffles  (268 g),383,519,"The Party Poppers Assorted Chocolates Gift Pack (M&M's, Skittles) will add a sweet touch to your festive celebrations. This gift box contains m&m’s and Skittles, that are loved by, both, kids and adults. Festival Gift This is an ideal gift for festivals and/or other celebrations. What's Inside This pack contains m&m’s and Skittles candies.",2019-11-09 00:28:11
1618,Bikano Kesar Angoori Petha Box  (1 kg),189,55,,2019-11-15 00:28:38
1619,Suguna Shakti Speciality Hen White Eggs  (6 Units),60,292,,2019-11-23 03:37:53
1620,Fabelle Quartet Chocolates Bars  (524 g),"1,189",732,,2019-11-03 00:27:31
1621,m&m's Peanut Coated Milk Chocolate Truffles  (100 g),147,843,"Who doesn’t love m&m’s? Enjoy the different colours of these delicious candies with your loved ones this festive season. Colourful Party Made with peanut butter and milk chocolate, these tasty candies will leave you craving for more. Y ummy Gift These chocolates make for a great gift. You can give it to little ones and guests who visit your home. ",2019-11-20 00:26:49
1622,Rexona Sport Defence Deodorant Roll-on - For Men  (50 ml),102,898,,2019-11-16 00:32:14
1623,Tata Sampann Unpolished Red Masoor Dal (Split)  (500 g),55,729,,2019-11-13 00:21:57
1624,Brookside Raspberry and Goji Dark Chocolate Truffles  (100 g),138,780,,2019-11-03 00:29:56
1625,Moksh The Celebration pack Multi Fragrance Agarbattis  (170 g),135,483,,2019-11-20 00:40:32
1626,"Sensodyne Fresh Mint Toothpaste  (Buy 2 Get 1(150g Each) Free)  (300 g, Pack of 2)",352,976,,2019-11-29 00:33:16
1627,Ambipur Exotic Jasmine Spray  (275 g),251,767,,2019-11-22 00:40:14
1628,Om Bhakti Garland  (White),19,212,,2019-11-21 00:40:52
1629,Comfort After Wash Morning Fresh Fabric Conditioner  (450 ml),99,686,,2019-11-28 00:38:59
1630,Parle Hide & Seek Fab Orange Cream Biscuits  (100 g),25,12,,2019-11-04 00:29:22
1631,Garnier Men Acno Fight 6 in 1 Pimple Clearing Face Wash  (100 g),180,597,"Get rid of painful dry pimples and lighten marks on your face by using this Acno Fight face wash from Garnier. Refreshing Aroma The menthol and lemon fruit extracts give this face wash a refreshing aroma and they also have a soothing effect on your skin. Skin Nourishment The Vaccinium Myrtillus fruit extract nourishes and moisturizes your skin. This fruit extract has anti-ageing and anti-oxidant properties as well. No More Acne and Pimples The glycerine component in this Garnier face wash helps cure oily skin problems like acne, pimples and blackheads. Six in One Face Wash This Garnier face wash fights six skin problems and gives you fresh and glowing skin.",2019-11-24 00:31:38
