order_id,product_id,customer_id,delivery_person_id,quantity,address_id
18252,16,127,64,1,274
18253,12,458,360,2,261
18254,15,294,280,5,479
18255,11,437,257,1,380
18256,6,58,5,3,320
18257,17,496,411,5,170
18258,20,335,240,4,122
18259,22,152,481,2,318
18260,16,236,478,1,181
18261,24,282,226,1,51
18262,18,187,29,3,104
18263,12,198,232,2,235
18264,10,383,23,1,128
18265,27,469,129,2,306
18266,9,196,407,3,194
18267,24,364,144,5,337
18268,14,8,351,2,234
18269,12,433,328,4,150
18270,20,213,366,5,396
18271,4,157,68,4,301
18272,7,346,333,4,364
18273,15,343,237,3,453
18274,14,26,253,3,352
18275,22,15,105,4,421
18276,9,90,223,2,362
18277,5,328,225,1,469
18278,20,128,235,1,371
18279,22,191,292,2,225
18280,28,289,222,5,484
18281,20,81,306,1,67
18282,25,370,85,1,302
18283,2,328,56,3,294
18284,4,333,76,2,227
18285,23,392,255,1,341
18286,20,318,407,3,77
18287,14,325,451,3,426
18288,26,146,97,3,275
18289,3,361,34,5,145
18290,24,83,90,4,66
18291,17,397,424,5,289
18292,22,390,433,3,86
18293,3,124,375,2,460
18294,7,385,256,5,499
18295,5,188,260,1,33
18296,21,388,344,1,336
18297,10,129,96,2,284
18298,12,415,249,4,160
18299,21,298,262,2,174
18300,14,312,7,5,489
18301,21,483,108,5,82
18302,10,97,285,5,464
18303,15,262,145,1,11
18304,21,41,262,2,7
18305,16,14,70,5,130
18306,19,96,369,3,243
18307,11,119,278,5,224
18308,21,443,231,3,436
18309,7,380,420,1,344
18310,12,272,457,1,248
18311,15,47,6,2,442
18312,7,28,344,5,297
18313,18,17,61,5,446
18314,10,350,218,3,24
18315,16,74,352,1,254
18316,9,172,252,4,475
18317,13,429,187,5,301
18318,10,304,279,4,394
18319,28,392,3,2,330
18320,11,304,384,5,216
18321,14,431,288,1,459
18322,16,398,328,1,472
18323,9,314,156,4,43
18324,20,119,95,5,381
18325,9,358,200,3,346
18326,17,484,96,4,438
18327,9,241,265,2,262
18328,7,251,10,5,166
18329,12,479,195,4,93
18330,17,241,56,4,401
18331,5,177,348,4,384
18332,25,383,59,3,239
18333,17,150,465,3,27
18334,11,442,6,3,228
18335,9,321,111,2,357
18336,4,266,469,5,295
18337,17,361,41,3,251
18338,6,314,181,3,389
18339,6,436,16,5,222
18340,7,392,111,4,168
18341,7,283,245,3,235
18342,23,413,435,5,151
18343,6,93,58,4,93
18344,25,288,183,1,267
18345,9,295,477,4,139
18346,1,124,385,5,37
18347,20,352,398,1,372
18348,3,63,451,5,108
18349,5,222,90,2,460
18350,27,473,61,3,317
18351,1,435,453,2,122
18352,21,325,417,3,317
18353,16,119,380,3,108
18354,1,239,262,4,148
18355,17,496,246,3,123
18356,19,396,19,1,191
18357,1,311,462,2,261
18358,5,366,333,2,66
18359,10,466,237,3,150
18360,10,277,339,1,435
18361,17,49,278,4,97
18362,13,384,263,4,493
18363,28,184,375,1,133
18364,16,488,261,3,359
18365,14,329,315,5,67
18366,21,306,171,4,101
18367,26,172,45,5,494
18368,18,29,366,2,371
18369,3,178,113,2,5
18370,16,332,400,1,382
18371,24,200,72,2,392
18372,18,51,22,5,441
18373,4,472,190,5,26
18374,12,265,479,3,238
18375,22,6,269,2,74
18376,26,96,36,3,426
18377,11,95,474,2,158
18378,28,207,448,5,4
18379,14,414,210,4,476
18380,14,435,129,2,296
18381,6,453,290,4,474
18382,11,82,424,2,424
18383,18,90,382,1,395
18384,1,280,129,1,237
18385,15,43,455,1,200
18386,4,243,483,5,64
18387,7,94,194,3,369
18388,19,194,469,5,143
18389,26,472,441,2,112
18390,2,445,345,3,161
18391,9,251,335,5,18
18392,16,496,13,1,228
18393,10,272,134,3,21
18394,21,454,386,4,82
18395,25,495,7,1,185
18396,26,117,201,1,80
18397,26,36,432,3,215
18398,3,298,32,3,182
18399,23,100,430,2,357
18400,13,91,460,3,79
18401,8,241,16,2,120
18402,15,340,353,4,408
18403,6,451,445,3,461
18404,27,393,337,3,395
18405,5,128,306,2,445
18406,16,432,406,3,84
18407,6,263,50,2,289
18408,13,231,276,5,477
18409,22,238,496,4,394
18410,3,278,343,3,455
18411,16,436,46,2,264
18412,26,473,458,4,285
18413,11,369,318,4,314
18414,1,198,209,4,255
18415,6,33,152,2,78
18416,1,333,193,2,24
18417,27,60,349,5,286
18418,7,365,496,5,496
18419,1,5,492,4,243
18420,26,125,132,4,409
18421,12,137,400,1,153
18422,22,254,180,3,9
18423,13,404,280,5,101
18424,18,206,263,2,401
18425,25,254,200,3,374
18426,23,380,122,2,294
18427,5,323,219,1,448
18428,19,33,462,2,147
18429,10,198,403,2,342
18430,2,142,329,4,71
18431,13,152,117,5,349
18432,4,250,404,4,21
18433,16,2,171,5,102
18434,14,76,78,1,424
18435,17,187,160,1,267
18436,12,81,197,5,279
18437,8,178,380,1,42
18438,25,472,275,2,17
18439,23,274,95,4,376
18440,25,488,200,4,12
18441,1,243,20,5,90
18442,15,389,448,4,466
18443,25,315,43,1,289
18444,20,348,111,1,376
18445,26,244,341,5,383
18446,12,369,326,5,304
18447,23,428,137,2,172
18448,2,266,107,2,101
18449,17,71,316,4,380
18450,3,415,116,1,199
18451,4,38,5,2,68
18452,11,407,195,3,136
18453,6,468,482,3,323
18454,13,358,3,4,226
18455,14,463,409,4,484
18456,25,340,217,3,72
18457,1,314,375,4,337
18458,13,349,440,1,266
18459,15,480,309,3,432
18460,8,162,96,3,223
18461,3,357,49,1,236
18462,8,415,364,3,392
18463,23,420,265,5,322
18464,8,1,66,5,348
18465,27,52,286,4,438
18466,18,49,147,4,28
18467,12,3,25,1,200
18468,28,52,358,1,149
18469,27,104,390,2,12
18470,17,187,422,4,1
18471,19,91,247,3,443
18472,7,318,183,3,113
18473,22,24,173,2,111
18474,18,238,133,3,24
18475,9,81,302,4,420
18476,16,484,59,2,66
18477,14,492,93,2,247
18478,25,384,372,4,244
18479,10,334,334,4,78
18480,26,89,471,4,107
18481,23,255,346,4,56
18482,17,311,332,2,12
18483,10,211,191,5,265
18484,16,87,420,2,277
18485,14,179,37,2,237
18486,1,269,234,5,34
18487,19,371,12,1,233
18488,4,139,176,2,478
18489,2,382,251,5,438
18490,19,500,449,3,231
18491,22,357,432,4,224
18492,8,55,220,1,202
18493,3,353,479,5,353
18494,1,206,223,3,188
18495,16,163,261,5,105
18496,5,442,84,5,270
18497,22,364,181,4,309
18498,8,472,120,3,381
18499,25,146,174,1,467
18500,28,363,248,3,34
18501,13,364,228,4,155
18502,24,363,118,1,39
18503,28,482,311,4,464
18504,20,381,422,4,275
18505,21,42,191,2,410
18506,22,466,269,2,374
18507,23,98,205,5,492
18508,10,264,307,4,252
18509,20,322,96,3,259
18510,7,367,328,4,274
18511,11,228,217,5,393
18512,15,35,258,3,169
18513,21,405,207,5,185
18514,7,158,117,5,241
18515,27,141,464,5,168
18516,15,399,200,5,334
18517,24,459,200,3,81
18518,19,163,215,5,301
18519,25,352,143,5,387
18520,6,303,213,2,450
18521,17,301,286,4,259
18522,28,93,366,2,308
18523,5,494,57,4,409
18524,6,283,408,2,234
18525,4,155,462,5,345
18526,4,327,17,3,51
18527,13,385,279,5,325
18528,5,4,108,4,485
18529,21,168,331,1,448
18530,17,343,499,2,94
18531,16,96,80,4,337
18532,11,368,380,2,497
18533,28,476,229,4,174
18534,18,351,223,5,246
18535,27,60,297,1,328
18536,9,304,50,3,52
18537,11,162,318,2,442
18538,7,268,169,4,311
18539,17,27,340,2,27
18540,26,212,86,4,95
18541,23,85,348,1,467
18542,20,29,37,1,324
18543,9,418,452,1,6
18544,6,481,482,4,386
18545,18,454,99,4,70
18546,15,139,43,5,335
18547,2,458,410,3,337
18548,1,41,192,1,271
18549,14,86,382,3,11
18550,10,392,243,5,308
18551,8,432,279,1,14
18552,7,187,92,3,435
18553,9,148,347,2,443
18554,19,368,20,3,383
18555,22,223,196,2,269
18556,9,243,78,4,375
18557,17,374,297,1,420
18558,28,351,66,3,460
18559,7,361,75,4,29
18560,15,301,227,5,59
18561,12,293,292,2,318
18562,19,296,498,5,62
18563,18,495,423,5,227
18564,23,270,377,5,24
18565,14,315,192,2,40
18566,13,84,316,2,364
18567,15,419,378,3,56
18568,26,175,379,3,12
18569,23,406,409,2,126
18570,15,448,285,3,258
18571,20,300,419,2,343
18572,5,286,129,4,79
18573,19,197,23,1,83
18574,4,152,204,2,320
18575,16,172,358,1,225
18576,6,470,118,4,168
18577,11,304,339,4,76
18578,16,453,282,5,91
18579,5,227,426,2,489
18580,22,298,335,3,236
18581,21,241,387,5,283
18582,25,442,406,4,325
18583,28,99,343,3,464
18584,1,441,116,2,479
18585,25,192,393,4,226
18586,9,18,171,3,43
18587,7,72,452,3,241
18588,9,298,227,4,293
18589,9,175,270,5,464
18590,5,245,464,5,473
18591,8,141,479,3,103
18592,13,78,404,3,123
18593,20,247,41,5,263
18594,23,110,209,1,72
18595,25,317,269,3,151
18596,18,303,21,4,406
18597,22,343,385,4,30
18598,21,247,498,1,470
18599,11,245,343,4,402
18600,12,54,410,5,388
18601,12,160,459,4,104
18602,4,461,94,5,287
18603,2,429,19,4,54
18604,11,135,118,4,94
18605,11,37,427,2,148
18606,20,122,207,5,442
18607,15,470,179,5,467
18608,26,323,109,5,372
18609,24,78,415,3,220
18610,4,495,275,4,343
18611,12,29,154,3,192
18612,14,268,82,1,448
18613,2,388,349,2,465
18614,3,27,134,1,377
18615,10,113,366,5,207
18616,7,40,417,5,195
18617,17,412,218,3,61
18618,8,421,479,5,342
18619,11,158,66,4,234
18620,1,39,364,5,247
18621,3,9,495,5,259
18622,26,239,234,4,252
18623,10,400,136,4,366
18624,7,140,68,2,3
18625,28,412,259,5,81
18626,8,24,309,4,13
18627,17,324,152,2,61
18628,4,7,346,4,208
18629,5,247,149,2,448
18630,16,478,431,5,307
18631,22,177,183,1,29
18632,16,235,50,3,323
18633,1,189,419,1,206
18634,25,144,317,3,122
18635,25,152,484,4,214
18636,22,185,280,3,135
18637,3,352,445,3,461
18638,18,27,302,4,376
18639,21,441,419,2,292
18640,7,246,486,2,466
18641,24,144,235,4,26
18642,4,315,78,5,296
18643,22,268,164,5,17
18644,8,313,334,4,17
18645,2,96,346,2,335
18646,1,447,432,2,41
18647,9,343,443,3,414
18648,17,137,160,5,125
18649,28,290,363,5,298
18650,16,90,198,5,236
18651,8,64,230,1,177
18652,13,80,69,5,390
18653,11,439,62,5,310
18654,18,196,258,3,418
18655,12,260,296,4,21
18656,11,304,26,1,78
18657,6,206,280,4,272
18658,11,451,327,2,224
18659,6,380,316,1,226
18660,6,120,245,2,65
18661,2,26,262,3,2
18662,27,328,72,3,143
18663,12,204,130,3,364
18664,7,233,110,2,322
18665,24,262,466,2,472
18666,2,446,310,5,419
18667,1,104,63,4,96
18668,18,341,188,3,279
18669,16,76,148,1,325
18670,11,146,496,5,41
18671,22,85,39,2,123
18672,7,462,82,5,316
18673,17,352,12,1,438
18674,22,345,371,1,76
18675,27,311,213,3,56
18676,16,484,447,5,331
18677,27,64,131,4,100
18678,7,291,55,2,68
18679,4,4,393,2,84
18680,6,83,384,1,263
18681,4,397,310,5,325
18682,8,272,84,1,33
18683,26,219,356,2,239
18684,18,143,208,2,116
18685,23,179,408,3,445
18686,1,369,83,2,208
18687,16,231,276,4,392
18688,4,171,130,4,286
18689,12,460,315,5,85
18690,4,149,19,3,452
18691,16,268,434,1,229
18692,27,411,460,2,199
18693,13,18,294,2,265
18694,10,20,202,4,4
18695,28,385,199,4,472
18696,13,319,146,5,409
18697,4,44,169,2,274
18698,21,338,65,2,492
18699,16,233,219,2,401
18700,7,26,463,1,422
18701,7,434,202,4,486
18702,21,460,318,2,367
18703,22,481,201,2,118
18704,21,71,443,3,106
18705,15,270,337,1,211
18706,26,215,385,1,216
18707,18,215,461,4,393
18708,10,201,337,3,264
18709,12,481,448,5,115
18710,22,311,475,4,415
18711,25,364,291,3,348
18712,28,172,140,3,488
18713,3,233,471,3,426
18714,2,211,112,2,265
18715,2,323,382,3,110
18716,21,486,419,1,153
18717,3,409,85,4,171
18718,28,316,421,5,184
18719,16,218,135,2,446
18720,2,264,379,1,488
18721,1,413,123,5,89
18722,7,496,193,4,40
18723,21,250,357,1,322
18724,17,370,209,2,480
18725,5,157,36,2,146
18726,14,366,428,1,439
18727,11,31,208,1,88
18728,13,208,483,4,14
18729,11,231,202,4,445
18730,6,321,12,2,73
18731,14,351,273,5,52
18732,13,155,211,2,337
18733,10,242,100,4,137
18734,19,197,277,1,384
18735,13,141,218,5,425
18736,25,161,428,2,217
18737,9,294,163,3,337
18738,16,105,264,5,81
18739,3,485,43,1,88
18740,15,224,45,4,255
18741,24,336,472,1,108
18742,8,80,140,2,151
18743,13,29,44,2,83
18744,7,332,114,1,473
18745,16,18,33,1,307
18746,26,315,82,1,294
18747,24,312,91,4,420
18748,21,429,225,2,41
18749,19,500,340,2,218
18750,7,187,492,1,228
18751,15,134,12,3,284
18752,20,161,477,5,462
18753,7,472,436,2,186
18754,25,176,445,2,213
18755,25,106,213,3,374
18756,20,51,467,3,97
18757,11,235,29,2,137
18758,7,268,157,3,167
18759,10,487,274,4,409
18760,9,345,109,2,91
18761,12,479,312,3,64
18762,8,328,234,4,253
18763,28,257,166,2,366
18764,14,408,453,2,331
18765,16,478,70,1,172
18766,26,69,377,1,263
18767,9,359,11,3,453
18768,18,484,368,3,261
18769,5,494,14,4,123
18770,18,470,351,1,61
18771,22,136,449,3,124
18772,22,379,419,5,146
18773,26,132,130,4,338
18774,23,5,455,2,9
18775,18,391,424,1,188
18776,27,178,144,4,383
18777,10,314,232,1,13
18778,19,22,89,5,408
18779,3,354,463,1,61
18780,23,120,213,3,411
18781,9,321,444,5,224
18782,14,322,139,1,59
18783,28,11,296,1,201
18784,2,207,213,3,73
18785,15,56,43,2,244
18786,24,435,113,1,375
18787,26,311,242,2,322
18788,8,9,51,1,196
18789,19,295,312,1,286
18790,2,22,410,1,30
18791,14,490,18,4,307
18792,15,232,4,1,275
18793,9,462,229,5,407
18794,15,124,193,5,51
18795,11,126,476,5,146
18796,16,473,432,1,185
18797,15,438,223,2,7
18798,21,316,19,3,12
18799,4,345,497,3,355
18800,14,472,352,3,147
18801,13,28,195,4,481
18802,7,115,156,5,110
18803,20,497,492,3,367
18804,14,388,140,3,375
18805,18,369,218,5,182
18806,27,50,111,4,319
18807,20,335,70,2,446
18808,23,423,109,5,251
18809,14,103,330,5,480
18810,10,173,215,2,283
18811,6,491,126,4,411
18812,24,51,375,2,130
18813,10,87,473,5,484
18814,12,41,305,1,199
18815,1,304,174,5,180
18816,8,296,469,2,312
18817,14,193,133,1,102
18818,19,325,45,4,244
18819,15,338,260,4,451
18820,11,81,488,5,233
18821,20,93,152,2,86
18822,23,391,16,1,256
18823,27,307,274,3,383
18824,18,174,191,2,394
18825,17,219,196,5,55
18826,5,293,409,2,436
18827,4,30,364,3,387
18828,2,63,369,3,52
18829,13,299,38,5,334
18830,23,316,186,2,415
18831,20,498,489,3,359
18832,5,332,120,2,282
18833,12,326,97,5,219
18834,16,22,319,2,490
18835,9,208,438,4,61
18836,14,416,76,1,394
18837,11,251,232,4,420
18838,13,270,19,3,494
18839,26,180,275,1,422
18840,19,421,379,2,286
18841,27,451,293,1,472
18842,26,204,455,3,170
18843,23,446,97,1,326
18844,12,5,50,2,263
18845,21,146,469,3,26
18846,7,391,161,4,232
18847,9,235,87,3,204
18848,13,78,452,3,34
18849,17,397,360,2,386
18850,17,135,317,3,290
18851,1,70,487,4,405
18852,22,400,23,2,379
18853,8,348,264,3,2
18854,17,55,148,2,177
18855,7,459,45,4,317
18856,3,353,361,3,64
18857,18,22,292,2,19
18858,14,124,479,2,442
18859,8,416,351,5,147
18860,2,366,254,5,480
18861,12,117,205,2,451
18862,28,430,393,3,435
18863,9,499,307,5,304
18864,27,475,340,1,77
18865,18,271,176,4,136
18866,22,33,46,3,293
18867,13,399,221,5,88
18868,28,107,122,2,93
18869,2,444,431,2,343
18870,12,153,272,4,377
18871,6,66,250,3,48
18872,12,143,464,4,291
18873,19,375,134,1,394
18874,12,356,404,2,32
18875,15,261,409,2,150
18876,21,234,8,1,207
18877,5,205,119,5,55
18878,17,364,415,5,233
18879,5,467,430,1,153
18880,18,276,195,4,238
18881,8,489,354,2,44
18882,1,243,329,5,214
18883,21,160,115,2,276
18884,28,12,7,2,458
18885,11,273,111,5,316
18886,22,342,19,4,342
18887,10,144,232,3,248
18888,15,359,404,5,28
18889,1,354,17,1,58
18890,10,333,112,1,42
18891,18,420,159,1,362
18892,9,186,293,5,41
18893,18,265,144,4,238
18894,13,394,468,2,412
18895,14,246,426,5,254
18896,22,116,166,3,198
18897,5,216,248,3,116
18898,25,463,456,3,201
18899,21,198,149,1,176
18900,10,218,120,4,256
18901,11,223,53,4,286
18902,21,247,491,1,266
18903,25,195,394,1,400
18904,10,169,240,3,205
18905,13,186,349,2,36
18906,27,347,421,5,433
18907,28,406,200,5,148
18908,24,306,134,2,416
18909,21,446,316,4,73
18910,4,487,123,1,190
18911,13,156,114,4,99
18912,18,378,165,2,259
18913,23,473,48,5,164
18914,22,73,114,2,70
18915,17,94,444,1,409
18916,14,477,166,1,91
18917,22,486,134,1,242
18918,10,154,243,4,250
18919,1,187,387,3,292
18920,3,295,419,2,113
18921,16,21,429,4,433
18922,27,187,46,1,22
18923,5,470,32,1,334
18924,7,343,193,1,339
18925,14,204,295,3,308
18926,2,155,377,1,498
18927,8,496,175,3,259
18928,9,190,460,1,49
18929,5,41,22,4,15
18930,6,413,174,4,209
18931,8,477,497,4,92
18932,6,76,447,3,498
18933,5,253,231,4,479
18934,23,269,84,2,187
18935,3,299,20,3,115
18936,10,75,315,2,153
18937,17,297,194,2,407
18938,20,345,473,1,57
18939,21,440,51,5,216
18940,28,403,385,3,263
18941,24,210,401,5,31
18942,2,145,128,3,382
18943,12,446,38,5,256
18944,27,430,235,1,394
18945,2,232,86,5,417
18946,9,290,350,5,28
18947,8,155,408,2,255
18948,14,121,338,4,58
18949,5,311,152,4,82
18950,2,95,15,1,358
18951,17,199,2,1,4
18952,17,287,313,5,311
18953,4,353,101,2,390
18954,19,428,166,3,189
18955,15,407,98,3,284
18956,16,223,418,2,468
18957,22,420,347,1,186
18958,12,182,379,3,283
18959,13,59,422,1,410
18960,18,420,114,2,4
18961,23,429,60,3,186
18962,2,297,491,5,291
18963,8,46,329,2,102
18964,5,159,294,5,333
18965,26,478,181,5,96
18966,22,392,234,5,109
18967,13,323,57,2,48
18968,18,348,381,4,281
18969,18,54,319,3,405
18970,3,314,430,2,167
18971,13,292,260,5,232
18972,15,276,417,4,359
18973,26,135,215,3,257
18974,1,365,240,4,438
18975,7,92,61,5,409
18976,19,348,406,3,391
18977,4,47,280,2,297
18978,19,376,2,1,111
18979,24,396,211,5,149
18980,27,371,81,3,443
18981,1,149,207,1,111
18982,25,175,380,1,357
18983,4,268,26,4,375
18984,22,493,228,1,23
18985,26,226,437,1,471
18986,2,411,72,5,247
18987,11,433,377,1,163
18988,10,415,467,4,299
18989,18,60,284,4,312
18990,23,483,16,4,39
18991,3,168,484,1,286
18992,25,441,1,2,380
18993,2,172,62,4,81
18994,23,430,224,2,292
18995,11,418,7,5,52
18996,13,488,213,5,225
18997,4,9,218,2,267
18998,3,267,473,1,263
18999,11,338,80,2,428
19000,1,36,307,4,235
19001,16,128,321,5,441
19002,9,440,328,2,282
19003,28,182,326,4,276
19004,3,203,404,4,92
19005,21,33,228,5,159
19006,26,362,444,2,196
19007,3,6,95,1,197
19008,27,382,211,5,397
19009,16,202,138,3,349
19010,20,27,99,1,117
19011,15,172,176,4,44
19012,9,207,280,3,214
19013,3,28,189,5,459
19014,18,338,331,3,325
19015,28,409,336,3,452
19016,21,104,315,4,432
19017,20,60,6,1,103
19018,20,77,356,2,55
19019,2,271,427,5,466
19020,1,378,309,5,21
19021,28,181,19,2,364
19022,22,453,401,3,276
19023,13,209,264,4,284
19024,14,430,36,4,262
19025,9,411,185,4,46
19026,7,301,359,2,400
19027,21,311,228,1,239
19028,23,376,11,3,321
19029,12,343,190,2,291
19030,21,444,411,1,458
19031,28,453,257,1,486
19032,27,183,401,2,220
19033,22,458,95,2,28
19034,28,444,385,2,28
19035,3,343,227,5,377
19036,3,392,388,1,353
19037,22,475,383,1,277
19038,22,238,313,2,287
19039,17,269,75,4,305
19040,26,328,411,4,416
19041,4,170,149,5,87
19042,20,382,302,3,235
19043,7,460,471,1,199
19044,24,328,276,4,337
19045,19,486,231,2,44
19046,26,301,102,2,338
19047,19,451,234,4,442
19048,27,192,246,1,271
19049,27,396,47,5,6
19050,2,159,278,3,500
19051,9,102,264,2,49
19052,16,30,256,5,423
19053,6,211,56,4,477
19054,16,338,367,4,400
19055,12,488,463,2,312
19056,19,238,24,1,106
19057,12,130,374,5,273
19058,10,165,279,2,455
19059,22,149,321,1,431
19060,15,421,1,1,99
19061,22,96,101,5,13
19062,24,463,225,3,366
19063,27,242,180,2,5
19064,10,483,307,2,295
19065,16,4,120,3,206
19066,8,434,114,3,98
19067,28,148,409,1,4
19068,16,497,237,1,157
19069,27,114,20,5,430
19070,21,457,300,2,234
19071,27,416,364,3,261
19072,21,210,290,5,182
19073,25,426,145,3,224
19074,5,61,58,5,80
19075,28,235,3,5,229
19076,18,241,241,5,438
19077,25,321,452,5,330
19078,7,77,40,2,61
19079,10,225,117,2,88
19080,20,280,52,4,165
19081,28,220,169,5,300
19082,18,449,381,2,458
19083,26,103,268,2,438
19084,14,335,77,2,25
19085,3,137,319,5,348
19086,28,86,34,2,216
19087,23,48,393,5,115
19088,1,10,455,2,191
19089,27,142,390,3,218
19090,24,452,49,3,375
19091,5,224,437,5,461
19092,4,236,55,2,195
19093,8,314,107,1,81
19094,28,269,429,2,115
19095,23,289,319,5,195
19096,7,333,374,3,37
19097,10,466,137,4,355
19098,27,241,141,3,127
19099,10,241,322,2,35
19100,16,147,417,4,249
19101,13,58,377,2,137
19102,26,427,95,3,49
19103,22,334,417,2,170
19104,27,2,431,5,475
19105,12,485,283,5,32
19106,4,326,75,5,241
19107,14,364,405,5,1
19108,4,220,286,4,177
19109,2,79,443,4,57
19110,10,404,485,5,406
19111,7,105,20,4,482
19112,23,76,299,5,479
19113,17,195,350,4,333
19114,17,382,305,1,40
19115,16,449,356,1,67
19116,1,9,133,5,215
19117,14,407,101,2,287
19118,8,383,490,3,135
19119,4,139,465,2,252
19120,28,14,165,2,279
19121,20,325,357,1,209
19122,22,29,170,4,409
19123,13,171,149,1,268
19124,22,101,13,2,464
19125,10,338,305,4,301
19126,14,78,103,2,452
19127,18,23,290,3,112
19128,10,386,440,1,203
19129,25,334,91,1,496
19130,14,71,135,1,437
19131,21,419,134,1,350
19132,14,226,395,2,50
19133,2,486,370,5,494
19134,8,65,342,1,385
19135,25,388,162,2,203
19136,23,184,462,3,262
19137,13,7,402,5,251
19138,4,311,169,2,34
19139,13,139,147,3,176
19140,9,396,402,1,435
19141,17,252,297,4,422
19142,22,199,98,4,91
19143,10,49,124,5,87
19144,19,268,32,3,285
19145,23,450,43,5,326
19146,23,199,396,4,227
19147,28,320,83,5,357
19148,10,144,412,4,442
19149,1,108,428,3,371
19150,10,335,461,2,262
19151,9,92,311,4,498
19152,8,398,324,4,335
19153,16,49,467,4,343
19154,1,95,185,5,291
19155,11,85,299,3,146
19156,16,205,440,3,400
19157,12,314,366,4,202
19158,8,43,241,4,213
19159,14,216,278,1,377
19160,22,12,266,4,145
19161,15,312,380,3,386
19162,4,363,86,5,163
19163,24,49,29,1,51
19164,22,380,326,3,421
19165,3,170,431,1,370
19166,22,105,386,2,18
19167,18,214,484,5,328
19168,8,8,122,1,290
19169,17,380,278,4,278
19170,18,44,112,3,255
19171,2,255,300,4,121
19172,11,285,339,4,129
19173,18,1,251,5,341
19174,4,341,153,4,262
19175,24,461,166,2,199
19176,12,175,336,2,297
19177,16,14,79,2,470
19178,26,176,454,3,150
19179,9,100,256,4,121
19180,18,140,83,4,94
19181,22,15,385,4,102
19182,5,155,486,3,149
19183,20,315,78,2,485
19184,7,131,423,3,355
19185,2,121,162,1,87
19186,14,78,73,4,38
19187,25,286,336,5,79
19188,26,198,468,5,98
19189,21,102,481,3,374
19190,28,303,140,5,214
19191,16,479,196,1,402
19192,6,133,224,1,227
19193,6,21,309,3,185
19194,4,403,474,4,422
19195,12,284,456,1,308
19196,12,96,119,1,19
19197,21,66,396,1,385
19198,19,393,461,4,112
19199,26,160,30,5,349
19200,7,209,48,5,441
19201,11,311,410,3,408
19202,20,56,385,2,386
19203,3,109,408,5,178
19204,12,187,246,4,265
19205,8,492,63,2,41
19206,28,357,199,4,198
19207,11,457,235,4,57
19208,11,174,202,5,370
19209,11,230,473,2,1
19210,24,224,182,3,89
19211,20,427,264,1,305
19212,20,11,198,2,317
19213,17,164,186,2,342
19214,20,286,65,3,160
19215,1,320,243,2,399
19216,11,364,133,5,311
19217,27,62,152,4,188
19218,16,14,208,5,37
19219,25,390,90,4,188
19220,2,20,109,5,88
19221,18,263,379,2,375
19222,13,371,125,3,376
19223,24,36,341,3,153
19224,23,144,421,2,332
19225,24,466,307,4,116
19226,21,56,482,1,115
19227,3,454,296,3,172
19228,26,26,62,2,200
19229,8,371,440,1,453
19230,26,57,26,3,111
19231,21,384,219,5,231
19232,24,17,368,5,433
19233,1,409,378,4,174
19234,28,109,18,1,8
19235,2,498,217,4,492
19236,26,24,221,1,312
19237,19,463,44,5,368
19238,21,6,108,4,44
19239,16,149,341,5,28
19240,1,200,31,3,175
19241,26,392,219,5,325
19242,17,197,327,1,190
19243,15,140,375,1,334
19244,25,318,90,3,134
19245,26,364,23,5,427
19246,8,110,316,5,120
19247,23,125,83,4,483
19248,21,80,297,5,263
19249,13,207,57,5,76
19250,2,362,163,3,260
19251,27,178,262,4,227
19252,12,156,115,5,32
19253,11,195,34,2,392
19254,2,160,367,4,226
19255,17,97,261,1,293
19256,17,430,20,2,37
19257,14,316,135,4,381
19258,12,11,185,4,340
19259,10,492,260,4,291
19260,4,359,30,1,478
19261,7,477,180,3,282
19262,7,316,53,4,30
19263,15,216,427,3,134
19264,17,55,92,3,210
19265,15,133,2,5,405
19266,5,469,61,2,120
19267,17,62,246,1,348
19268,24,35,218,3,234
19269,25,281,345,1,33
19270,28,201,370,3,431
19271,4,114,254,4,114
19272,6,271,137,3,57
19273,8,48,471,5,38
19274,16,247,492,3,189
19275,23,90,234,1,64
19276,17,462,257,1,255
19277,6,185,194,5,351
19278,6,130,434,1,331
19279,11,67,129,4,483
19280,18,450,484,5,448
19281,24,302,348,5,7
19282,7,81,271,1,78
19283,5,25,403,1,197
19284,28,325,92,4,95
19285,8,462,138,5,179
19286,10,302,42,4,349
19287,23,1,444,1,313
19288,21,195,314,4,207
19289,22,482,233,1,238
19290,3,37,308,5,136
19291,12,130,203,5,169
19292,27,452,51,5,367
19293,8,46,488,5,96
19294,22,10,131,4,12
19295,25,27,356,3,250
19296,13,193,480,4,368
19297,27,275,146,1,376
19298,22,188,331,5,91
19299,11,108,452,1,181
19300,24,379,479,1,58
19301,12,222,66,4,2
19302,13,128,311,2,322
19303,16,322,491,5,446
19304,18,329,271,4,89
19305,26,500,395,5,256
19306,17,252,477,5,299
19307,7,462,384,4,62
19308,8,115,284,5,385
19309,1,387,12,1,441
19310,28,380,339,1,143
19311,1,57,100,1,410
19312,12,174,223,1,398
19313,7,108,139,1,122
19314,14,78,203,5,124
19315,1,7,341,3,488
19316,9,46,302,1,49
19317,18,492,81,3,229
19318,1,277,446,1,21
19319,13,344,229,2,363
19320,13,117,283,5,386
19321,20,75,204,5,427
19322,4,422,476,3,65
19323,11,107,441,2,435
19324,28,44,176,3,259
19325,11,416,492,4,40
